transaction_id,user_id,amount,currency,category,timestamp,location,is_fraud
d136f975-8d67-43bb-a70f-8d6689c39bf3,307,9.91,USD,Groceries,2025-08-16T14:34:42.966481,VU,0
10133cd9-f581-4695-8a1e-cadb0001b654,210,73.05,USD,Entertainment,2025-08-11T14:22:42.966481,BF,0
44ba0672-f3ac-4102-9f82-8ff41d30f0d9,1110,27.65,USD,Groceries,2025-08-30T09:05:42.966481,TT,0
9be3bc82-5d6e-4d69-800b-73badb2d7ac6,2648,101.86,USD,Gas Stations,2025-08-17T05:36:42.966481,CO,0
fe15110d-3031-4c23-84bd-eae96db64c5c,2319,67.42,USD,Travel,2025-08-16T13:39:42.966481,AL,0
3235fd86-43f8-47d9-91d4-9be4129916bc,2247,5.22,USD,Sports Equipment,2025-08-07T08:49:42.966481,PS,0
b0c21948-e04c-400c-8b22-37ba623e358c,1232,120.46,USD,Coffee Shops,2025-08-11T00:30:42.967483,MM,0
02abafb6-0491-4b3a-afae-d84f98b1f8f4,2559,491.48,USD,Online Shopping,2025-08-16T16:03:42.967483,SI,0
f82a0bdf-7145-4c27-958e-60010720a0f8,2903,7.27,USD,Furniture,2025-08-26T19:44:42.967483,PA,0
5b517355-fb71-4442-9a2d-a02461da7b84,2444,234.68,USD,Electronics,2025-08-17T04:50:42.967483,BN,0
a6badc84-2241-49ff-ac70-5da93d0c03b5,1267,86.81,USD,Charity,2025-08-22T10:37:42.967483,LC,0
e146692c-2dbf-4cf1-8737-5bf22bdef664,2415,267.66,USD,Electronics,2025-08-16T07:44:42.967483,UG,0
72341c80-73b2-4a59-85ed-08d008006a68,1031,106.91,USD,Health & Fitness,2025-08-30T17:53:42.967483,AR,0
09620bb1-a5ae-4a41-9fff-7209dc2ddb18,1197,199.41,USD,Clothing,2025-08-17T05:12:42.967483,GA,0
d040fab1-ccee-478b-bfb3-9d43930b6127,1557,36.39,USD,Groceries,2025-08-05T13:47:42.967483,NI,0
5fa7eaaa-7084-4020-a01c-c2989013f47d,2137,10.67,USD,Pharmacy,2025-08-30T08:54:42.967483,GY,0
f48bd577-5661-48c2-b5da-4c9ebd9ae6c5,1185,235.85,USD,Travel,2025-08-30T18:20:42.967483,AD,0
96474388-277a-47d7-ae84-3af2cc359f53,368,73.69,USD,Toys,2025-08-14T04:41:42.967483,PE,0
eabd5602-3740-4e96-8737-d805a6699848,2050,16.14,USD,Travel,2025-08-29T04:53:42.967483,IL,0
5082a70d-65da-4746-97ab-102be2d953dc,1000,202.15,USD,Travel,2025-08-13T06:25:42.967483,SE,0
43084acf-d333-40e9-b100-98ad98124dc0,848,21.47,USD,Utilities,2025-09-03T02:08:42.967483,KR,0
b33a58d6-f1f1-4318-9c35-1bdd5c698948,2343,41.94,USD,Restaurants,2025-08-16T08:08:42.967483,RW,0
78434e5d-e903-4f18-8f20-5bd90a199ddb,411,18.07,USD,Jewelry,2025-08-26T02:41:42.967483,CG,0
dcaa8262-1ebf-4c64-ae47-3647f024e0d2,958,105.35,USD,Groceries,2025-08-13T16:46:42.967483,SY,0
689ccda4-03eb-4718-9bf1-816b5d9948ee,1329,132.36,USD,Parking,2025-08-26T01:11:42.967483,KP,0
8d1fed78-073d-423a-972a-fd4b8ade626d,277,50.27,USD,Subscriptions,2025-08-29T11:45:42.967483,MR,0
5a5c8ca7-3b3a-4053-b502-b0bcbd7a1b48,1288,15.59,USD,Charity,2025-08-20T23:47:42.967483,RU,0
c0f62561-ec2f-45db-a614-de2b66a25e4a,255,51.45,USD,Utilities,2025-08-06T20:29:42.967483,RO,0
d7bfe6c6-3abf-4cb2-9086-b67a9c797266,1310,0.31,USD,Gifts,2025-08-27T18:50:42.967483,AL,0
e82676f5-b3f6-49d7-ac10-33ef80ed7d19,1329,13.93,USD,Electronics,2025-08-11T02:23:42.967483,OM,0
97378f60-97e3-48b3-90a8-e8d7dc3f6d08,1964,14.33,USD,High-End Electronics,2025-08-04T04:52:42.967483,BG,0
75e25888-ce5d-4527-85e4-2e90872531ad,2477,1125.35,USD,Books,2025-08-10T07:28:42.967483,CA,0
ff5477df-ad18-4acf-8366-6d95b1a588ba,2029,111.63,USD,Gas Stations,2025-08-19T15:53:42.967483,MR,0
ae89716d-3c71-4ae4-af64-a63befe4227e,2204,146.39,USD,Books,2025-08-14T13:56:42.967483,ZA,0
c7ff79ab-d489-427b-8b92-8c84f5f94ebe,1290,101.62,USD,Coffee Shops,2025-09-02T07:02:42.968466,PS,0
6894baaf-dfc0-46d2-bc6a-21a9a71c72b7,1174,13.5,USD,Gas Stations,2025-09-03T01:21:42.968466,SZ,0
09acef87-52ed-4db8-92df-f619864e3725,2955,12.18,USD,Gas Stations,2025-08-23T12:32:42.968466,UZ,0
9b9a7617-3560-4ea9-a7d9-9cde34f2c439,381,17.39,USD,Utilities,2025-08-07T03:57:42.968466,LK,0
cd3adf42-2124-4137-8c8e-ca9ed9daf27d,1439,6.46,USD,Sports Equipment,2025-08-17T07:43:42.968466,TG,0
ad7039dc-3106-44ee-a73e-3d12529bcdba,2023,8.61,USD,Utilities,2025-08-31T11:41:42.968466,BD,0
fe3797c1-dcde-485e-9f79-c6bb776a710f,390,214.1,USD,Jewelry,2025-08-23T07:10:42.968466,CF,0
d466f184-c70f-4771-a2c4-b4779ebb2843,288,25.23,USD,Night Clubs,2025-08-31T14:28:42.968466,SZ,0
fd9b1423-9956-4f07-83e7-993c1216f41d,2621,242.85,USD,Night Clubs,2025-08-15T23:38:42.968466,TL,0
98b36122-334e-47f6-9307-f4b3803586ee,326,18.64,USD,Pharmacy,2025-08-26T07:53:42.968466,SZ,0
4fd8c276-8541-4583-8ea6-97c931e18a93,650,31.95,USD,Restaurants,2025-08-15T22:04:42.968466,MA,0
dddda58b-8fb1-41d2-b280-6787749007cf,1046,147.07,USD,Travel,2025-08-29T09:18:42.968466,ST,0
f8a3c766-5e05-4029-b2ed-ef50eff648c4,2614,414.69,USD,Pharmacy,2025-08-11T23:12:42.968466,PA,0
22427ace-7ffb-4ca2-8003-7fb15adac7b8,2372,693.16,USD,Coffee Shops,2025-08-05T19:52:42.968466,LI,0
72a9bdcb-5692-4349-bfe6-a2c7843851ed,114,44.59,USD,Travel,2025-08-16T12:18:42.968466,FM,0
576191d5-28a8-45db-9f2b-1a4e2c1b0531,2458,892.54,USD,Parking,2025-08-22T11:53:42.968466,IE,0
1f267695-cb10-47b0-9dc7-8d34928d0db7,1185,109.77,USD,Public Transport,2025-08-24T17:17:42.968466,PK,0
0a26dd44-fb71-4c93-8a6d-a9e422174a0c,1613,64.25,USD,Gifts,2025-08-28T15:08:42.968466,BO,0
0955f718-4b54-49b8-a59e-200fbe894a25,1067,3.58,USD,Luxury Goods,2025-08-15T05:33:42.968466,US,1
0ea5f9d5-1b2d-409f-82a2-6c92261d9f15,2283,13.8,USD,Toys,2025-08-10T13:10:42.968466,KG,0
911664ed-bf18-4658-9a23-bcb51a7d7dc6,1498,30.45,USD,Utilities,2025-08-30T16:12:42.968466,HN,0
f818ecb9-89b0-41b0-8c00-4fe5e67180bf,1578,9.88,USD,Travel,2025-08-30T13:55:42.968466,NG,0
60c8fb7f-f510-474a-ab61-3303410ae140,2571,95.7,USD,Travel,2025-08-19T00:06:42.968466,TD,0
15183ded-99be-4b1b-8120-eee7c1ccaafa,2504,65.6,USD,Utilities,2025-08-24T18:00:42.968466,GB,0
f7cd2d3e-6fe1-4dc1-a389-25318228d480,930,10.25,USD,Pharmacy,2025-08-26T10:31:42.968466,UY,0
9be79b9a-814c-4764-b662-f4a576209144,2947,566.84,USD,Subscriptions,2025-08-15T22:04:42.968466,CF,0
528aad6e-8f38-49de-a899-3c9ff9c6f281,642,8.39,USD,Sports Equipment,2025-08-05T01:57:42.968466,VA,0
ee959b45-7582-48f2-a065-b5678cf9d5da,76,8.92,USD,Groceries,2025-08-05T13:04:42.968466,CI,0
d69ddf95-71c3-484b-acc7-ef4258f8efc7,614,29.38,USD,Clothing,2025-08-12T15:39:42.968466,LV,0
9e49de28-7d28-4f44-a618-cf56b0dda642,1038,38.39,USD,Groceries,2025-09-02T09:10:42.968466,DK,0
9df12c08-ebef-4fbf-818b-58033c48765b,1288,669.82,USD,Sports Equipment,2025-08-06T22:59:42.968466,NG,1
d2479f18-4c8f-4e1a-bfd8-59ce480b5aac,940,107.15,USD,Toys,2025-08-03T14:34:42.968466,TR,0
7fc9e74c-8180-4ab8-a788-d97020a3b33c,2162,65.75,USD,Home Improvement,2025-08-12T20:16:42.969480,MT,0
4e016ecd-fc6a-40d6-aa23-e157a68acb0e,1162,27.49,USD,Electronics,2025-08-22T11:20:42.969480,PL,0
b9a21d22-6953-4521-b774-16817e589d91,1376,6.42,USD,Utilities,2025-08-09T15:17:42.969480,HR,0
6381e51c-406f-4c35-85be-7e751dd8a378,2368,56.33,USD,Groceries,2025-08-07T04:15:42.969480,KP,0
d5e6680c-02f4-4b9a-86e4-39f37d989996,1876,114.12,USD,Sports Equipment,2025-08-10T14:13:42.969639,LB,0
66dbeece-229e-43b1-a756-85bcec13e2e6,1902,628.34,USD,Charity,2025-08-15T01:09:42.969639,CH,0
3d064bbc-66fa-4eef-9a41-ad2207d71594,2162,71.01,USD,Parking,2025-08-24T21:46:42.969639,BN,0
6586d42e-ab45-465a-ace8-3cf9fcb501e3,1742,4.71,USD,Pharmacy,2025-08-14T19:09:42.969639,KP,0
2e1ffe28-014a-4320-b496-057431656b3e,2770,64.78,USD,Restaurants,2025-08-22T16:26:42.969639,MV,0
cd24f0e7-b08a-4f4a-a621-42f5531264d8,2904,3.83,USD,Books,2025-08-30T19:59:42.969639,LR,0
05a73401-8efb-477b-b226-00112327260c,2542,11.85,USD,Coffee Shops,2025-08-27T05:49:42.969639,PY,0
e7878ed5-6e78-4d3e-a3b9-a09615429411,2441,97.65,USD,Coffee Shops,2025-08-05T23:13:42.969639,DO,0
79132d23-ad63-4d55-88a9-bd711a817759,2940,12.89,USD,Groceries,2025-08-12T13:54:42.969639,NL,0
f0277266-a052-4e8b-a6ff-9fbc52ac5b94,657,27.95,USD,Groceries,2025-09-02T12:48:42.969639,TV,0
ab64ed02-f861-4834-9d49-f34d7889f284,2992,2.68,USD,Gas Stations,2025-08-18T08:34:42.969639,DO,0
8395cd70-6ec2-43fc-ad21-fb9db10dc359,1278,34.09,USD,Pharmacy,2025-08-23T10:53:42.969639,LK,0
6d3c4b15-a019-4d84-b709-3ec5f402f8ca,1187,994.34,USD,Electronics,2025-08-21T19:51:42.969639,GR,0
413b8f13-b782-4244-9953-d3f76c7f1c36,1880,28.22,USD,Parking,2025-08-30T01:35:42.969639,MA,0
730e6e92-d7f1-4803-bb54-f27c70115999,950,8.12,USD,Travel,2025-08-03T21:17:42.969639,BT,0
31299d29-6e93-4282-a1f5-d46d15a69503,2837,4.59,USD,Education,2025-08-15T14:12:42.970200,ZA,0
b48e851d-ae0c-41ae-8428-20515bd5c830,2241,28.79,USD,Utilities,2025-08-30T19:19:42.970200,CL,0
d9b53947-bde5-4446-a9b0-07bf1ae12c7f,1430,33.61,USD,Clothing,2025-08-14T06:02:42.970200,MH,0
b16f3bf4-7add-4bde-b263-dbd3cdde9ce5,2722,88.76,USD,Gas Stations,2025-08-16T10:03:42.970200,DM,0
44db5872-a87b-4c3f-856a-9eaf98c0d927,1078,235.06,USD,Clothing,2025-08-30T14:45:42.970200,CN,0
3ffbf110-4ed6-45e5-b1d4-c6aeea4610fc,1703,79.55,USD,Cryptocurrency,2025-08-17T07:02:42.970200,BZ,0
82486ad9-4c6d-4bfe-bd39-a47506816a1b,801,11.67,USD,Utilities,2025-08-31T14:16:42.970200,US,0
4e0c9705-b826-4e14-a97d-f2a261f50ce4,2755,206.57,USD,Sports Equipment,2025-09-03T04:58:42.970200,RO,0
3d5f6c81-fe2e-4365-a1a7-071269440351,1450,34.48,USD,Subscriptions,2025-08-31T19:19:42.970200,PA,0
3b2edca0-0273-4944-b1f8-561c9d64295d,10,10.1,USD,Luxury Goods,2025-08-15T02:23:42.970200,AU,0
2778d2fb-ae10-42af-952a-7b54408fe087,2590,106.43,USD,Education,2025-08-23T16:09:42.970200,HT,0
3330b036-d16e-47fd-ac61-7584f87c0844,663,120.43,USD,Home Improvement,2025-08-15T10:22:42.970200,PW,0
d924761a-28ff-4c23-82c8-7e3edacf6441,120,78.25,USD,Gambling,2025-08-28T21:21:42.970200,SB,0
2f6e3514-ab78-4a78-a6f4-771420bea730,1835,133.52,USD,Books,2025-08-05T16:35:42.970200,IS,0
837ce6a4-92f6-4912-958c-f0f6051eacc1,1657,117.67,USD,Sports Equipment,2025-08-27T11:57:42.970200,MN,0
73c6660c-945b-4084-8d46-6a3eee175fd3,632,68.02,USD,Electronics,2025-08-04T03:03:42.970200,KP,0
19b905f0-b1b6-4b2e-a757-f01b8980c2dc,2356,169.77,USD,Furniture,2025-08-09T00:32:42.970200,TN,0
13f329d8-9dc2-4163-bb27-bfb65465b9cf,1845,36.2,USD,Sports Equipment,2025-08-22T23:45:42.970749,BN,0
b5c3a35d-06d3-402a-8ea6-3e1d876597cb,2023,37.75,USD,Groceries,2025-08-15T14:01:42.970749,NZ,0
5544da43-ebb2-4be9-9ae7-79d4ffb8dd20,2725,222.89,USD,Education,2025-08-30T00:28:42.970749,YE,0
39ccfd20-b98d-432e-b487-da9a4353468c,2684,258.89,USD,Clothing,2025-08-23T23:52:42.970749,GR,0
eb610a57-da52-4087-b184-622bd0c42231,2571,2.4,USD,Gas Stations,2025-08-17T14:15:42.970749,BE,0
3d8664b9-dc7f-471e-ae96-782e78a004fd,2445,25.7,USD,Pharmacy,2025-08-27T12:48:42.970749,SN,0
f0e0bf37-5f0c-486b-b3c8-6573817cea3f,260,75.94,USD,Luxury Goods,2025-08-15T03:29:42.970749,KN,0
5431bf98-fbf6-48a4-8bfe-d2a957c34b22,2721,92.59,USD,Coffee Shops,2025-09-01T08:59:42.970749,FI,0
81c6910c-4e78-4270-a8dc-23f563825259,940,26.51,USD,Furniture,2025-08-31T00:32:42.970749,LB,0
f03dcf44-f92d-44f4-a95e-6ceff51e5fb4,1644,117.72,USD,Books,2025-08-11T13:36:42.970749,CO,0
f91e6df6-94c8-4180-9d5b-bd36534f20d1,2176,19.63,USD,Coffee Shops,2025-08-20T00:20:42.970749,FJ,0
4c770447-38ec-4456-b8bf-59bdbeb1765c,1419,159.85,USD,Groceries,2025-08-25T14:42:42.970749,NI,0
ef73ba25-9198-41dd-8c89-67a44d861770,942,86.69,USD,Groceries,2025-08-28T01:15:42.970749,TT,0
dc4c05fd-d747-4db8-82d3-2a25a2bf03b1,371,149.06,USD,Clothing,2025-08-10T03:49:42.970749,HN,0
30fa0ea6-9fa9-407b-8882-106541777748,797,97.83,USD,Groceries,2025-08-24T20:17:42.970749,PH,0
2a76eb62-cef7-48d5-8484-6ad07124246c,2856,5.18,USD,Public Transport,2025-08-04T09:45:42.970749,GH,0
4d02f43c-c220-4c0d-bc58-ad537297940f,1504,300.08,USD,Online Shopping,2025-08-13T00:30:42.970749,LY,1
a4dcd995-f603-4f32-bbd0-e0ceb4e52468,2836,544.18,USD,Restaurants,2025-08-19T01:49:42.970749,RU,1
f34838e9-73c7-433a-b2b3-e70234ad7b7f,642,341.79,USD,Clothing,2025-08-31T03:00:42.970749,NI,0
0b22755c-939f-4b29-a01c-deb836c2a529,2256,246.87,USD,Pharmacy,2025-08-30T14:23:42.970749,NI,0
0c4791ed-d937-42df-9ac5-1db27d91791e,2644,497.69,USD,Electronics,2025-08-18T19:52:42.970749,ES,0
ee05559c-0f88-4fb1-b661-763915d9468c,2891,25.72,USD,High-End Electronics,2025-08-21T19:57:42.970749,KG,0
25785f61-af23-4b90-a8c0-a19cf10f524e,2065,64.31,USD,Clothing,2025-08-09T22:53:42.970749,KN,0
bf1a6f28-0364-467d-a7f5-9c3c604f86fd,2506,347.97,USD,Education,2025-08-27T18:49:42.970749,NA,0
bea9259d-a346-4007-982c-fb671c367431,2706,465.51,USD,Parking,2025-08-07T09:58:42.970749,MM,0
39e90ff1-769f-4d58-8c51-83d211f0d4fa,1919,14.69,USD,Subscriptions,2025-08-16T00:11:42.970749,EC,0
9d8c8415-08ca-4263-9f6f-1898515fbfc6,567,26.77,USD,Books,2025-08-07T20:22:42.970749,CO,0
a013e33c-5058-46e4-8f11-6816259d7026,244,182.3,USD,Coffee Shops,2025-08-16T20:39:42.970749,GQ,0
deb9ba8b-4224-414f-b66c-ee213d2617ed,1181,5.38,USD,Travel,2025-08-14T17:12:42.970749,CA,0
dcda0b4a-2a71-42ac-bba6-73b2ac1d95b8,959,40.9,USD,Education,2025-08-22T02:09:42.970749,CD,0
0c63adae-e456-4d52-8e1f-0769f3e92bb9,1075,91.41,USD,Gambling,2025-08-13T18:54:42.970749,PT,0
cd80bccb-495e-4bf5-a06a-da7f6bf02f76,839,159.09,USD,Books,2025-08-11T11:22:42.970749,UA,0
